"tweet_id","timestamp","tweet","source_url","source_name","lang","longitude","latitude","country","ccode","place_sht","place_lng","user_id","user_name","user_desc","user_loc","user_create","followers","friends"
"1587233870088388616","Tue Nov 01 00:03:38 +0000 2022","Construction on #Q32Bus from 5th Ave and 32nd St to Lexington Av and 32nd St https://t.co/vdkNVEEt7x","https://511ny.org","511NY-Tweets","en","-73.985316","40.747073","United States","US","Manhattan","Manhattan, NY","50706690","511 New York","Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.","New York State","Thu Jun 25 17:22:38 +0000 2009","4035","191"
"1587234188847378432","Tue Nov 01 00:04:54 +0000 2022","🏀
🗑  \ 😤         
         \ |
           | \
          / \ \
         /   \ 
🍩🍩🍩🍩🍩🍩 @ Brillion High School https://t.co/axFnrpDSfX","http://instagram.com","Instagram","en","-88.097472","44.188333","United States","US","Wisconsin","Wisconsin, USA","1425616046854135810","Mattea Schlender","👩‍🏫High School Social Studies Teacher & 🏃‍♂️Coach 🧠 Psychology 👥 Sociology🇺🇸 American Government 📍Brillion, WI 🐶 UWSP Alum","","Thu Aug 12 00:32:21 +0000 2021","15","33"
"1587234201425760256","Tue Nov 01 00:04:57 +0000 2022","Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Equipment… https://t.co/WnwIF5dTJA","https://www.careerarc.com","CareerArc 2.0","en","-118.1937395","33.7700504","United States","US","Long Beach","Long Beach, CA","188387055","LosAngeles S-Chain","Follow this account for geo-targeted Supply Chain job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!","Los Angeles, CA","Wed Sep 08 16:22:58 +0000 2010","263","190"
"1587234432099835904","Tue Nov 01 00:05:52 +0000 2022","RJAA 312330Z 33008KT 9999 FEW030 BKN/// 12/09 Q1024 NOSIG","http://twitter.com/metar_updater","METAR Updater","in","140.391667","35.763889","日本","JP","芝山町","千葉 芝山町","129387596","RJAA METAR","Narita Int'l Airport","成田国際空港","Sun Apr 04 04:00:39 +0000 2010","320","0"
"1587234914436612096","Tue Nov 01 00:07:47 +0000 2022","A2 Tilburg rit: 149241 (Directe inzet: ja) https://t.co/jx1cr5m5gu #p2000","http://watiserloos.in/","watiserloos.in","nl","5.0906503","51.5552442","The Netherlands","NL","Tilburg","Tilburg, Nederland","295869080","P2000 Tilburg","","Tilburg","Mon May 09 20:06:36 +0000 2011","629","0"
"1587235275155062784","Tue Nov 01 00:09:13 +0000 2022","From 🐶 to 🐸 &amp; all kinds of scary (Cloud) monster’s in between!! Big thanks to @on_running for joining us tonight. H… https://t.co/0VK2qfqVAI","http://instagram.com","Instagram","en","-83.38772468","33.93759425","United States","US","Athens","Athens, GA","1328005963","Fleet Feet Athens","Helping to create a more fit community with the best gear, programs, events, knowledge, & people around.  Be The Movement","1694 S. Lumpkin St.","Thu Apr 04 23:19:40 +0000 2013","506","246"
"1587235505871142914","Tue Nov 01 00:10:08 +0000 2022","I'm at ライフガーデン鳥栖 in 鳥栖市, 佐賀県 https://t.co/SFkqBRgbnz","http://foursquare.com","Foursquare","ja","130.50435791","33.3632604","日本","JP","鳥栖市","佐賀 鳥栖市","470240538","とも🌙🔮𝙉𝙚𝙭𝙩 ︎ ⇝痛フェス","アコード ユーロRとNS-1に乗ってます","佐賀県の都会らへん","Sat Jan 21 13:38:50 +0000 2012","2626","2206"
"1587235543590502404","Tue Nov 01 00:10:17 +0000 2022","A monarquia constitucional é o ÚNICO antídoto contra o comunismo.

Os generais? Tirando o Braga Neto, todos frouxos… https://t.co/UmrqYf8ESS","http://instagram.com","Instagram","pt","-53.0","-11.0","Brasil","BR","São Félix do Araguaia","São Félix do Araguaia, Brasil","169545469","🇷icardo 🇨ruz ❁","🇧🇷🇮🇱 
Apenas um ANTI-COMUNISTA.","Minas Gerais 🇧🇷","Thu Jul 22 16:07:05 +0000 2010","696","1926"
"1587235971426586624","Tue Nov 01 00:11:59 +0000 2022","Enjoying the evening on the Square 

#Halloween #HappyHalloween #TrickOrTreat #ThisIsMyCostume #Marietta… https://t.co/y6jxe2M1m4","http://instagram.com","Instagram","en","-84.5499","33.9526","United States","US","Marietta","Marietta, GA","635692487","Antoine Wright","Preacher | Lawyer | Love God. Love people. | #BlackLivesMatter","Georgia, USA","Sat Jul 14 22:13:15 +0000 2012","419","550"
"1587236256647446533","Tue Nov 01 00:13:07 +0000 2022","Bornholm Airport, Denmark - Welshpool Airport, Australia
RNN-WHL
Weather (Wed): rain/11°C","http://www.palomaki.info/apps/botit.php","Duukkis","en","14.75959969","55.06330109","Tanska","DK","Bornholm","Bornholm, Danmark","808745240089808896","Same Weather","I make fantasy flights around the globe to places with same weather. Powered by Dark Sky, made by @duukkis","Internet","Tue Dec 13 18:47:45 +0000 2016","81","1"
"1587236659279675393","Tue Nov 01 00:14:43 +0000 2022","Just posted a photo @ Fernhill Dog Park https://t.co/Kgd6OyJnmz","http://instagram.com","Instagram","en","-122.62167435","45.56653736","United States","US","Portland","Portland, OR","15717363","Paul Merca","Track & field writer/announcer/photographer based in Seattle. University of Washington communications alum; also cover NFL & college football. Woem.","iPhone: 47.543007,-122.271584","Mon Aug 04 02:39:50 +0000 2008","5106","1810"
"1587236734764449794","Tue Nov 01 00:15:01 +0000 2022","Back at it ….Happy Halloween! #crossfit @ Club eX Fitness &amp; Nutrition https://t.co/8QNz3QB2Zv","http://instagram.com","Instagram","en","-70.9097153","42.0556389","United States","US","Massachusetts","Massachusetts, USA","240518192","Matt Robillard","Avalanche, St. Louis Cards, and Patriots fan. CrossFit, foodie, home chef, and an Account Executive for Johnson O’Hare by day","Massachusetts","Thu Jan 20 03:20:53 +0000 2011","272","1383"
"1587236940306423808","Tue Nov 01 00:15:50 +0000 2022","おはようございます。
湘南台東口の中華三番です。
本日から11月ですね。
11/1のGOGOランチメニューは、広東麺です。　
さて、今宵は、けんぢまんのマンスリーライブです。
ライブスタートは、２０時より,
是非いらして下さいね。… https://t.co/EI4OV3BtJe","http://instagram.com","Instagram","ja","139.47032413","35.39487168","日本","JP","藤沢市","神奈 藤沢市","75207159","中華三番のひーちゃん","中華三番（CHINA BLUES三番）の女将です。 5/29(土)showなんだいdeショーを配信で開催します。是非、YouTube、showなんだいdeショー見てね。https://youtube.com/channel/UColbOpb09ZjisbzWFNNTf9g ちゃんねる登録と投げ銭よろしく","神奈川県藤沢市湘南台１－２１－２０　","Fri Sep 18 05:19:45 +0000 2009","1097","798"
"1587237103892561920","Tue Nov 01 00:16:29 +0000 2022","Kurihama, Yokosukaに写真を投稿しましたhttps://t.co/gM5JEfZD2V","http://instagram.com","Instagram","ja","139.706","35.22661111","Japan","JP","Yokosuka-shi","Yokosuka-shi, Kanagawa","1174697443042254848","和菓子 幸和","横須賀市鴨居にある鴨居山口屋として移動販売、イベント出店などを中心に販売してきましたが、令和元年１１月に久里浜で独立開業しました。自慢の自家製あんこで季節の果物や素材を生かした和菓子を販売します。お一つよりお気軽にお立ち寄りいただけたらと思います。定休日は日曜、月曜日。営業時間は10時〜21時。","神奈川県横須賀市久里浜4ー18ー4","Thu Sep 19 14:51:43 +0000 2019","342","0"
"1587237259060854794","Tue Nov 01 00:17:06 +0000 2022","I'm at Lyon Recreation Center (LRC) - @usc in Los Angeles, CA https://t.co/PuRFOxLI2f","http://foursquare.com","Foursquare","en","-118.28803901","34.02432677","United States","US","Los Angeles","Los Angeles, CA","18357054","Chris Tucker #BLM ✊🏿","#UMD17, #USC23 Terp Trojan Social Worker Filmmaker Actor #StopBullying #StopHarassment #ProBlack #AntiRacist #BlackLivesMatter #SocialWork #SocialWorker MD2CA","Los Angeles, CA","Wed Dec 24 13:34:09 +0000 2008","8197","9652"
"1587238076945924096","Tue Nov 01 00:20:21 +0000 2022","look into my eyes and tell me what it is you see @ PNC Arena https://t.co/6FSfX4QqNk","http://instagram.com","Instagram","en","-78.72182498","35.8033116","United States","US","Raleigh","Raleigh, NC","382180050","Sir Smoke Alot","Living Life 1 Day, 1Hour, 1 Minute, 1 Second at a time.
   #ServerLife  #TeamCancer  #CirocBoyz  #StonerLife","Raleigh, North Carolina","Thu Sep 29 16:32:56 +0000 2011","177","814"
"1587238085355622412","Tue Nov 01 00:20:23 +0000 2022","Acabou de publicar uma foto em Rio de Janeiro, Rio de Janeiro https://t.co/rJYrNDnQgl","http://instagram.com","Instagram","pt","-43.1975","-22.908","Brazil","BR","Rio de Janeiro","Rio de Janeiro, Brazil","1422148675774582786","William Koppe","Uma proposta de dieta espiritual equilibrada com o calendário litúrgico. 📖Teologia ⛪️📚Pós-graduando em história do cristianismo ✝️Espiritualidade","Rio de Janeiro, Brasil","Mon Aug 02 10:54:08 +0000 2021","60","184"
"1587238169220636674","Tue Nov 01 00:20:43 +0000 2022","Closed due to accident in #Largo on Clearwater-Largo Road NB between East / West Bay Drive and Belleair Road. Repor… https://t.co/xC0TQHmEPt","http://www.sigalert.com/Map.asp?region=Tampa","TTN TPA traffic","en","-82.79651","27.91676","United States","US","Largo","Largo, FL","249881371","TTWN Tampa Bay","","Tampa, FL","Wed Feb 09 23:57:13 +0000 2011","874","73"
"1587238492182126592","Tue Nov 01 00:22:00 +0000 2022","Just posted a photo @ Hub77 Food Center https://t.co/MnfSBRSKLC","http://instagram.com","Instagram","en","107.62295","-6.92325","Indonesia","ID","Lengkong","Lengkong, Indonesia","42381201","Auto Radio 88,9 FM","The Auto And Sportainment Channel
You can Download our mobile app. Android and Blackberry and Streaming   http://tun.in/seX9l
For More Info : 022 2043805","Cihampelas 264-268, Bandung","Mon May 25 09:48:15 +0000 2009","11147","2149"
"1587238613846265856","Tue Nov 01 00:22:29 +0000 2022","Construction on #I90NYSThruway EB from After Exit 48A (I-90) - Pembroke (Rte 77) to After Exit 48 (I-90) - Batavia… https://t.co/L9qwyKvoOx","https://511ny.org","NYRegions","en","-78.463735","42.986117","United States","US","New York","New York, USA","50737331","511NY - WNY","Traffic & transit updates for the Niagara Buffalo area provided by New York State 511. Visit the website for more feeds.","Buffalo","Thu Jun 25 19:13:08 +0000 2009","1158","2"
"1587238685132877824","Tue Nov 01 00:22:46 +0000 2022","Alhamdulillah hari sarapan bubur kacang ijo diwarung sarapan pagi etek Lis @ Masaju Variasi https://t.co/eBKX8FaiHA","http://instagram.com","Instagram","in","104.88463","-3.86656","Indonesia","ID","Lempuing","Lempuing, Indonesia","221306335","Kemplangtunu_bicik","Owner di Ig @517_speedshop","Palembang","Tue Nov 30 08:57:08 +0000 2010","102","101"
"1587238966172041216","Tue Nov 01 00:23:53 +0000 2022","Michael, reading in the courtyard at Foxy Loxy @ Foxy Loxy Print Gallery and Café https://t.co/BHva7TICt1","http://instagram.com","Instagram","en","-81.10008","32.05843","United States","US","Savannah","Savannah, GA","145094487","Darrell Z. Grizzle","Author of “I Never Meant to Start a Murder Cult.” Writer of Horror, Dark Fantasy, Crime Fiction. Poet. Queer Bear. Episcopalian. Fan of cats, books, coffee. 🌈","Kennesaw, GA","Tue May 18 03:21:38 +0000 2010","662","1581"
"1587239108748902403","Tue Nov 01 00:24:27 +0000 2022","夫婦善哉に写真を投稿しましたhttps://t.co/xCLS5R7XLc","http://instagram.com","Instagram","ja","135.50240079","34.66795399","日本","JP","大阪市 中央区","大阪 大阪市 中央区","971521818627461120","こばまき@野球大好き神戸っ子","数年前に結婚して主婦生活を送り、デザイナーになりました💖漫画と野球と巨人とオリックス大好きな神戸っ子で今クリスタを研究中✨野球オタクでたまにコアなファンぶりを発揮します🍀主人との野球談義は夫婦漫才じゃないかと。ちなみに主人もかなりの巨人ファンです✨前の職場でダイ大のアニメコラムの仕事をしたほどダイ大のファンです💖","兵庫 神戸市 中央区","Wed Mar 07 23:03:46 +0000 2018","201","922"
"1587239142324596737","Tue Nov 01 00:24:35 +0000 2022","#소음 #난청 #예방 #청력보호귀마개 #이어플러그 @보청기를 통해 일상을 바꿉니다. -99유럽보청기 https://t.co/ytcNeyOdIP","http://instagram.com","Instagram","ko","126.918526","37.63466688","대한민국","KR","고양시","대한민국 고양시","307649676","99SS","99유럽보청기 보청기 에디터 고막사냥꾼","대한민국","Mon May 30 01:37:39 +0000 2011","1","0"
"1587239842752200705","Tue Nov 01 00:27:22 +0000 2022","Happy Halloween!!! Stay safe &amp; have fun!!🎃 @ West Hollywood, California https://t.co/qg2xRfuEIZ","http://instagram.com","Instagram","en","-118.384","34.0847","United States","US","West Hollywood","West Hollywood, CA","67261009","Miguel R. Mojica","I'm director, producer, writer & COVID-19 Compliance Supervisor. 🎬 I'm a creative soul. World traveler. Born to party! Student of life. Life motto-Carpe Diem.","NYC, LA, ATL, MIA","Thu Aug 20 08:03:58 +0000 2009","434","2177"
"1587239897294946307","Tue Nov 01 00:27:35 +0000 2022","“Noi qui all’oratorio facciamo consistere la Santità nello stare molto allegri” (don Bosco) - la santità nella fami… https://t.co/YVnGA0zOHg","http://instagram.com","Instagram","it","9.85","46.2333","Italia","IT","Torre di Santa Maria","Torre di Santa Maria, Lombardia","1007131807","Andrea ioli","Salesiano Cooperatore - #Geometra, progettista LIGNIUS di case prefabbricate in legno e strutture in #legno, sposato con Gianna e #padre di 3 ragazzi.","Valmalenco","Wed Dec 12 19:28:51 +0000 2012","570","1132"
"1587240086046842881","Tue Nov 01 00:28:20 +0000 2022","Adecco is hiring in #Beaverton, OR! Click the link in our bio to apply: Mailroom Jobs #Labor","https://www.careerarc.com","CareerArc 2.0","en","-122.8037102","45.487062","United States","US","Beaverton","Beaverton, OR","22742272","TMJ-PDX Labor Jobs","Follow this account for geo-targeted General Labor job tweets in Portland, OR. Need help? Tweet us at @CareerArc!","Portland, OR","Wed Mar 04 06:24:26 +0000 2009","234","209"
"1587240295736827906","Tue Nov 01 00:29:10 +0000 2022","The TJX Companies is hiring in #Chino, CA! Click the link in our bio to apply: 70181-LP Customer Service Associate #security","https://www.careerarc.com","CareerArc 2.0","en","-117.6786847","34.0120229","United States","US","Chino","Chino, CA","118251814","TMJ-CAO Security Job","Follow this account for geo-targeted Security job tweets in Orange County, CA. Need help? Tweet us at @CareerArc!","Orange County, CA","Sun Feb 28 02:34:58 +0000 2010","215","175"
"1587240673232707584","Tue Nov 01 00:30:40 +0000 2022","I'm at 横浜市立大学付属市民総合医療センター 展望ホール in 横浜市南区, 神奈川県 https://t.co/cJs9GYizdS","https://www.swarmapp.com","Foursquare Swarm","ja","139.625034","35.433621","Japan","JP","Yokohama City Minami Ward","Yokohama-shi Minami-ku, Kanagawa","276990087","マイヨシ@GVF-C","無言フォロー失礼します。 横浜住み、昭和生まれ、子持ち親父です。オフやイベントなど誘ってください。H29.9 突発性難聴。H30.10 潰瘍性大腸炎オペ済み。大腸無いので便所によく行きます。片耳聞こえないので反応しなかったり聞き返したりします。ご迷惑かける事多いと思いますがよろしくお願いします。","神奈川県","Mon Apr 04 13:48:31 +0000 2011","553","608"
"1587240971049308160","Tue Nov 01 00:31:51 +0000 2022","รอคิวนานมาก แต่ก็ได้ลองกินเสียที @ Hidilao Hot Pot Central Pinklao https://t.co/zCMpnfz6Fg","http://instagram.com","Instagram","und","100.47618851","13.77828321","Thailand","TH","Arun Amarin","Arun Amarin, Thailand","16975210","Akares","เริ่มต้นถ่ายภาพ","ÜT: 13.678237,100.531263","Sun Oct 26 02:53:27 +0000 2008","20","67"
"1587240975206076416","Tue Nov 01 00:31:52 +0000 2022","The Phantom of the Opera! 
Another amazing costume by my crafty imagineer! #phantomoftheopera #handmade #thrifted… https://t.co/GWt7lGBH8v","http://instagram.com","Instagram","en","-113.49602073","53.61923416","Canada","CA","Edmonton","Edmonton, Alberta","260018936","Allison Chinery","Wife. Mother of two. Going slightly nuts.","Edmonton","Thu Mar 03 01:44:52 +0000 2011","180","622"
"1587241637922672642","Tue Nov 01 00:34:30 +0000 2022","Just posted a photo @ Winfield, Kansas https://t.co/hPNvLFjjwt","http://instagram.com","Instagram","en","-96.9807","37.2479","United States","US","Winfield","Winfield, KS","1652984844","Jared Grillot","Jayhawk, Eagle, and Jet (Kansas, Eastern Michigan, and Newman). Math teacher, guitar player, beer lover, & cigar enjoyer!","Hosington, KS","Wed Aug 07 13:57:45 +0000 2013","647","746"
"1587241860229173249","Tue Nov 01 00:35:23 +0000 2022","I'm at 北新地駅 in 大阪市, 大阪府 https://t.co/UmL9E7qqko","http://foursquare.com","Foursquare","ja","135.49773371","34.69904424","日本","JP","大阪市 北区","大阪 大阪市 北区","97701355","ok0©︎","どうでもいいことの中にある真理","","Fri Dec 18 16:31:27 +0000 2009","614","154"
"1587242250299383811","Tue Nov 01 00:36:56 +0000 2022","I'm at 都営大江戸線 青山一丁目駅 - @toeikotsu in 港区, 東京都 https://t.co/VVqxy4xQ8c","http://foursquare.com","Foursquare","ja","139.72397029","35.6729111","日本","JP","港区","東京 港区","216393703","YNJIRO","Just for my lifelogging","Tokyo","Tue Nov 16 16:10:41 +0000 2010","659","1383"
"1587242493556711424","Tue Nov 01 00:37:54 +0000 2022","Look at this crew #crew #friends #beautifulpeople #dcstrokes #latergram @ Schuylkill River Race Course https://t.co/2aT1ntHjVD","http://instagram.com","Instagram","en","-75.19732252","39.99013428","United States","US","Philadelphia","Philadelphia, PA","158543321","Kevin Bazan","A Realistic Idealist. Episcopalian. Living and working at the intersections of National Security, Diplomacy, and Intelligence. USNR.","Washington, DC","Wed Jun 23 00:16:35 +0000 2010","50","261"
"1587243156252377091","Tue Nov 01 00:40:32 +0000 2022","Cleared: Incident on #ThrogsNeckBridge SB at Queens Side","https://511ny.org","NYRegions","en","-73.793661","40.797249","United States","US","Queens","Queens, NY","52272942","511 NYC Area","Traffic & transit updates for the New York City area provided by New York State 511. Visit the website for more feeds.","New York City","Tue Jun 30 02:23:15 +0000 2009","2392","4"
"1587243529553821696","Tue Nov 01 00:42:01 +0000 2022","Just posted a photo @ Arien Electrolines CCTv Biometrics EPABX PCB Solar Electronics Automation https://t.co/aJRkGznsnJ","http://instagram.com","Instagram","en","76.7360663","30.6664782","India","IN","Mohali","Mohali, India","739166003892887553","Er Kanwar Harbir Singh Dhindsa","PCB
Manufacturing and Designing
Security and Surveillance
Solaris
Biometrics","Sahibzada Ajit Singh Nagar","Sat Jun 04 18:44:43 +0000 2016","42","57"
"1587244532009254912","Tue Nov 01 00:46:00 +0000 2022","Higashiosaka-shi, Osaka, Japanに写真を投稿しましたhttps://t.co/PTe7yR911X","http://instagram.com","Instagram","ja","135.59216056","34.6792073","日本","JP","東大阪市","大阪 東大阪市","1445557460035534849","RTガレージ","初めまして。
大阪にてカーコーティング・持ち込みタイヤ交換・直送タイヤ交換専門店をしていますRTガレージと申します。

ご検討中のカーコーティング・タイヤ交換に関しましては
お客様の状況に合わせて、最適な提案を致します。
車の整備に関しまして２０年以上の経験もありますので、ぜひともお任せ下さい。","","Wed Oct 06 01:12:31 +0000 2021","9","7"
"1587244880132247553","Tue Nov 01 00:47:23 +0000 2022","Pierdan cuidado. Estamos protegidos!!! en Punta de Tralca https://t.co/SoEPFkPobd","http://instagram.com","Instagram","es","-71.6997385","-33.42112606","Chile","CL","El Quisco","El Quisco, Chile","61195119","Francisco Pizarro S.","Colocolino, Institutano, Republicano, Abogado, padre de dos bellos niños. Un real rey guachaca, abrazando sueños aún.","Santiago de Chile","Wed Jul 29 13:34:13 +0000 2009","420","1396"
"1587245173716955136","Tue Nov 01 00:48:33 +0000 2022","【真打 立川志らべ ミニ口先先行一車】いわき平最終日 Ａ級決勝１２Ｒは植原がＳ級への逃走劇 - ZAKZAK https://t.co/UZI6G52qzD #静岡県 #静岡県東部 #伊豆の国市 https://t.co/QN5Cz8tHm5","https://dlvrit.com/","dlvr.it","ja","138.92888904","35.02779122","日本","JP","伊豆の国市","静岡 伊豆の国市","212622887","静岡県東部ニュース","静岡県東部エリアの主要ニュースを配信します。

沼津市,三島市,伊豆市,伊豆の国市,裾野市,御殿場市,富士市,富士宮市,駿東郡,田方郡,熱海市等など。

エリア内のお得な情報も配信予定です。

フォロー歓迎！#sougofollow","静岡県沼津市","Sat Nov 06 15:56:57 +0000 2010","20830","18425"
"1587245190519181318","Tue Nov 01 00:48:37 +0000 2022","I just had the most brilliant idea, if I do say so myself. We need to make reverse-Halloween, where children come t… https://t.co/Gs6DHcaV6E","http://instagram.com","Instagram","en","-122.028","47.1623","United States","US","Buckley","Buckley, WA","1300279147919323138","Meagan Giese","Just a 30 year old woman trying desperately not to do adult things.","Buckley, WA","Mon Aug 31 03:48:16 +0000 2020","6","176"
"1587245362456449024","Tue Nov 01 00:49:18 +0000 2022","Posted @withrepost • @regagnon Capping off Crazy Week with a pint of Toppling Goliath Oktoberfest. As you do.… https://t.co/lPeYiBwrOG","http://instagram.com","Instagram","en","-73.9832799","40.67259","United States","US","Brooklyn","Brooklyn, NY","38336232","Park Slope Fifth Avenue BID","Trendy boutiques, destination eateries, legendary watering holes. open streets, street fairs. Come to 5th Avenue in Park Slope, Brooklyn. #theother5th","Brooklyn, NY","Thu May 07 01:45:02 +0000 2009","6966","1637"
"1587245458933649409","Tue Nov 01 00:49:41 +0000 2022","Watching:house of dark shadows (1970) (@ court's home in Sandy, PA) https://t.co/CGRInCu2na https://t.co/18qNBq3tP0","http://foursquare.com","Foursquare","en","-78.70793807","41.16016692","United States","US","Treasure Lake","Treasure Lake, PA","105023657","Court","I am also 57and gay so if that’s a problem get lost My mom died on July 7th at 07:30 pm est I have no ideal what to do now","THE STATES","Fri Jan 15 03:27:10 +0000 2010","685","4527"
"1587245509273698304","Tue Nov 01 00:49:53 +0000 2022","Congratulations Pippi, the flamingo for winning 3rd prize! @ Cueni Brewing Co. https://t.co/AvHrTZuspw","http://instagram.com","Instagram","en","-82.789042","28.01463015","United States","US","Dunedin","Dunedin, FL","102453480","Cueni Brewing Co.","A dream fulfilled, we're from Ohio but dreamed of living near water & never seeing snow again. Our brewery is also our last name Cueni, pronounced Q-knee.","Dunedin, FL","Wed Jan 06 19:14:15 +0000 2010","280","194"
